Latitude,Longitude,Category
37.4418498,-85.6615962,11
38.2633366,-85.8198783,11
37.7075186,-85.8650305,11
38.1803881,-85.8321283,11
37.6833183,-85.2107577,11
37.3445945,-85.3385436,11
38.1007438,-85.7437306,11
38.1851214,-85.5569837,11
38.1665077,-85.8357904,11
37.8056574,-85.9099795,11
38.4081467,-85.5857627,11
30.7040148,-92.3003507,11
37.0346742,-88.5726454,11
38.165469,-85.673033,11
37.8669104,-84.4894309,11
38.102453,-85.8819176,11
37.7297977,-85.9496129,11
38.2215565,-85.24235,11
38.0769572,-85.6565523,11
38.1446555,-85.6470241,11
37.4087613,-85.2265907,11
38.2126174,-84.5580752,11
38.2392852,-85.634648,11
38.1829708,-85.7869775,11
38.6838976,-85.1833342,11
38.2518779,-85.7322253,11
38.1346044,-85.6791891,11
38.2710346,-85.7883396,11
38.2206017,-85.236891,11
38.2527333,-85.709573,11
37.7370244,-85.8938901,11
32.7929762,-96.7083106,11
38.2336495,-85.7864776,11
38.2137242,-85.7771901,11
37.8914175,-85.4241316,11
37.9643215,-85.7173777,11
37.5332523,-85.9426542,11
38.557293,-85.2773329,11
38.6763803,-85.2766427,11
38.2296434,-85.7469046,11
38.2705441,-85.796717,11
37.8301634,-85.9665756,11
38.032283,-85.6257283,11
37.6650919,-85.9700827,11
38.1423769,-85.827363,11
38.0859525,-84.5081641,11
38.1463401,-85.8912121,11
37.431488,-86.4870285,11
38.2270697,-85.6344102,11
38.2531593,-85.794395,11
38.2400221,-85.7439848,11
38.1903891,-85.6224525,11
38.2577504,-85.7706876,11
38.2481188,-85.8108678,11
38.1617812,-85.871274,11
38.2019287,-85.8376816,11
39.0014325,-84.6784767,11
37.9721224,-85.7361445,11
38.1299269,-85.7968624,11
38.1825685,-85.8615927,11
37.6923198,-85.8918837,11
38.2432619,-85.5537185,11
38.2316162,-85.7055361,11
38.2020108,-85.8396038,11
37.869322,-86.2907534,11
38.1752922,-85.6917076,11
38.2603775,-85.7090061,11
38.0807025,-85.7503952,11
38.2419781,-85.6533666,11
41.1977832,-95.9654749,11
37.7401938,-84.2840515,11
38.1555281,-85.8574385,11
38.0335569,-85.6659804,11
38.1523386,-85.5615819,11
36.9998789,-86.3799543,11
37.8024227,-85.4713846,11
38.2099914,-85.7770552,11
37.675927,-85.9050756,11
38.2411393,-85.8265122,11
38.1772444,-85.6713761,11
38.1308098,-85.8504975,11
37.9825707,-85.7564199,11
37.3610333,-86.2459014,11
37.8677408,-87.5411974,11
64.8196235,-147.7129661,11
38.2491578,-85.7878573,11
37.433841,-86.0160765,11
37.9229484,-85.7042991,11
38.1691728,-85.6702035,11
38.2630914,-85.8125548,11
38.6291444,-85.373403,11
37.5679498,-85.7458067,11
37.3539425,-86.3573662,11
38.2300814,-85.7406402,11
38.2073393,-85.1979673,11
37.9400529,-83.6366692,11
