leftcat,rightcat,timing_ms,id,notes,row_stamp,leftcount,rightcount
11,13,76.276,898,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,5000
11,13,71.444,899,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,5000
11,14,150.136,900,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,10000
11,14,143.439,901,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,10000
11,15,472.810,902,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,32000
11,15,476.229,903,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,900,32000
12,10,1.684,904,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,100
12,10,1.370,905,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,100
12,11,14.368,906,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,900
12,11,11.348,907,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,900
12,12,5.386,908,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,2000
12,12,0.558,909,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,2000
12,13,78.677,910,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,5000
12,13,61.447,911,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,5000
12,14,156.333,912,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,10000
12,14,114.855,913,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,10000
12,15,513.321,914,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,32000
12,15,360.329,915,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,2000,32000
13,10,2.057,916,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,100
13,10,1.117,917,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,100
13,11,18.418,918,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,900
13,11,9.257,919,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,900
13,12,40.437,920,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,2000
13,12,19.863,921,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,2000
13,13,31.153,922,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,5000
13,13,2.721,923,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,5000
13,14,197.283,924,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,10000
13,14,94.631,925,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,10000
13,15,642.035,926,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,32000
13,15,303.170,927,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,5000,32000
14,10,2.766,928,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,100
14,10,0.997,929,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,100
14,11,24.238,930,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,900
14,11,7.740,931,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,900
14,12,54.160,932,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,2000
14,12,16.911,933,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,2000
14,13,132.855,934,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,5000
14,13,41.440,935,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,5000
14,14,113.181,936,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,10000
14,14,11.368,937,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,10000
14,15,852.057,938,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,32000
14,15,263.899,939,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,10000,32000
15,10,5.184,940,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,100
15,10,0.839,941,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,100
15,11,47.665,942,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,900
15,11,6.458,943,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,900
15,12,101.616,944,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,2000
15,12,13.937,945,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,2000
15,13,255.188,946,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,5000
15,13,34.237,947,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,5000
15,14,535.278,948,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,10000
15,14,76.143,949,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,10000
15,15,965.460,950,CatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,32000
15,15,91.256,951,CatTrilatAdequacy: Adequacy Timings:  - dist: 0.1,2021-03-26 22:50:55.662218,32000,32000
(633 rows)
